Station,Time,水质类别,Temp,pH,DO,EC,Turbidity,CODMn,NH3N,TP,TN,叶绿素α(mg/L),Cell,Date
兰山嘴,2023-04-05 00:00:00,Ⅴ,15.0,8.22,9.07,508.2,87.7,4.11,0.025,0.11,1.73,0.019,9930445.0,2023-04-05
兰山嘴,2023-04-05 04:00:00,Ⅳ,14.9,8.26,9.33,519.4,80.4,4.11,0.025,0.097,1.76,0.022,9872973.0,2023-04-05
兰山嘴,2023-04-05 08:00:00,Ⅴ,14.4,8.27,9.48,518.3,99.2,3.92,0.025,0.108,1.72,0.013,9740336.0,2023-04-05
兰山嘴,2023-04-05 12:00:00,Ⅳ,14.6,8.3,9.57,501.0,87.7,3.71,0.025,0.091,1.58,0.01,8937250.0,2023-04-05
兰山嘴,2023-04-05 16:00:00,Ⅳ,14.6,8.31,9.64,498.1,78.4,3.36,0.025,0.088,1.52,0.01,9459573.0,2023-04-05
兰山嘴,2023-04-05 20:00:00,Ⅳ,14.5,8.31,9.6,489.4,64.5,3.34,0.025,0.074,1.47,0.009,7925403.0,2023-04-05
兰山嘴,2023-04-06 00:00:00,Ⅳ,14.3,8.28,9.43,472.7,59.3,2.88,0.025,0.065,1.35,0.009,7395428.0,2023-04-06
兰山嘴,2023-04-06 04:00:00,Ⅳ,14.2,8.3,9.54,477.6,55.4,2.88,0.025,0.064,1.43,0.009,7422803.0,2023-04-06
兰山嘴,2023-04-06 08:00:00,Ⅳ,14.1,8.29,9.49,474.4,47.6,2.65,0.025,0.06,1.36,0.008,10614300.0,2023-04-06
兰山嘴,2023-04-06 12:00:00,Ⅳ,14.1,8.29,9.52,466.9,44.7,2.75,0.025,0.055,1.34,0.007,7507645.0,2023-04-06
兰山嘴,2023-04-06 16:00:00,Ⅳ,14.1,8.29,9.61,457.9,43.9,2.54,0.025,0.058,1.27,0.009,6831392.0,2023-04-06
兰山嘴,2023-04-07 00:00:00,Ⅲ,14.1,8.21,9.31,474.1,26.8,2.6,0.03,0.047,1.52,0.009,6377095.0,2023-04-07
兰山嘴,2023-04-07 04:00:00,Ⅲ,13.8,8.29,9.55,497.4,22.4,2.6,0.03,0.05,2.02,0.008,6407067.0,2023-04-07
兰山嘴,2023-04-07 08:00:00,Ⅲ,13.6,8.29,9.67,471.3,22.1,2.6,0.025,0.044,1.33,0.007,6948677.0,2023-04-07
兰山嘴,2023-04-07 12:00:00,Ⅲ,14.2,8.31,9.85,463.7,27.4,2.51,0.025,0.046,1.32,0.007,6860427.0,2023-04-07
兰山嘴,2023-04-07 16:00:00,Ⅳ,14.6,8.31,9.96,472.8,25.5,2.47,0.048,0.058,1.4,0.008,6349802.0,2023-04-07
兰山嘴,2023-04-07 20:00:00,Ⅳ,14.5,8.32,9.99,480.3,25.6,2.69,0.044,0.052,1.57,0.01,6664014.0,2023-04-07
兰山嘴,2023-04-08 00:00:00,Ⅳ,14.2,8.31,9.96,499.4,22.1,2.84,0.083,0.051,2.03,0.011,6385110.0,2023-04-08
兰山嘴,2023-04-08 04:00:00,Ⅳ,13.9,8.29,9.86,482.8,31.9,2.84,0.054,0.059,1.66,--,6881487.0,2023-04-08
兰山嘴,2023-04-08 08:00:00,Ⅳ,14.0,8.25,9.7,502.1,22.6,2.84,0.049,0.05,1.97,0.012,7336514.0,2023-04-08
兰山嘴,2023-04-08 12:00:00,Ⅳ,14.9,8.29,9.93,479.9,25.4,3.01,0.025,0.052,1.61,0.013,9090286.0,2023-04-08
兰山嘴,2023-04-08 16:00:00,Ⅳ,15.6,8.36,10.17,472.3,25.4,2.7,0.027,0.051,1.57,0.013,7660762.0,2023-04-08
兰山嘴,2023-04-08 20:00:00,Ⅲ,15.3,8.38,10.23,494.2,19.8,2.71,0.025,0.048,2.0,0.018,6856794.0,2023-04-08
兰山嘴,2023-04-09 00:00:00,Ⅲ,15.0,8.25,9.75,487.7,17.8,2.92,0.051,0.046,1.91,0.016,6514405.0,2023-04-09
兰山嘴,2023-04-09 04:00:00,Ⅳ,14.5,8.23,9.82,490.9,34.6,2.92,0.025,0.063,1.84,0.016,8078256.0,2023-04-09
兰山嘴,2023-04-09 08:00:00,Ⅳ,14.3,8.27,9.89,476.4,42.8,3.1,0.041,0.067,1.63,0.015,8127705.0,2023-04-09
兰山嘴,2023-04-09 12:00:00,Ⅳ,15.1,8.35,10.06,473.5,53.0,3.08,0.025,0.076,1.56,0.017,9311091.0,2023-04-09
兰山嘴,2023-04-09 16:00:00,Ⅳ,15.9,8.4,10.2,472.7,45.5,3.25,0.025,0.069,1.56,0.02,9189719.0,2023-04-09
兰山嘴,2023-04-09 20:00:00,Ⅳ,15.8,8.37,10.16,478.6,37.0,3.27,0.054,0.061,1.6,0.022,8462464.0,2023-04-09
兰山嘴,2023-04-10 00:00:00,Ⅳ,15.5,8.32,9.94,476.8,55.5,3.05,0.025,0.079,1.62,0.021,9285800.0,2023-04-10
兰山嘴,2023-04-10 04:00:00,Ⅳ,15.2,8.33,9.88,479.4,52.6,3.05,0.043,0.073,1.72,0.024,9066449.0,2023-04-10
兰山嘴,2023-04-10 08:00:00,Ⅳ,15.1,8.35,9.86,475.7,51.9,3.34,0.025,0.068,1.6,0.019,8968739.0,2023-04-10
兰山嘴,2023-04-10 12:00:00,Ⅳ,16.1,8.45,10.14,472.1,50.4,3.33,0.025,0.07,1.58,0.024,10333690.0,2023-04-10
兰山嘴,2023-04-10 16:00:00,Ⅳ,16.7,8.47,10.18,469.4,54.8,3.55,0.025,0.072,1.46,0.022,9505349.0,2023-04-10
兰山嘴,2023-04-10 20:00:00,Ⅳ,16.6,8.44,10.04,469.6,53.4,3.22,0.025,0.069,1.54,0.025,9472872.0,2023-04-10
兰山嘴,2023-04-11 00:00:00,Ⅳ,16.6,8.41,9.82,467.7,51.3,3.22,0.025,0.072,1.53,0.025,9294105.0,2023-04-11
兰山嘴,2023-04-11 04:00:00,Ⅳ,16.4,8.36,9.63,463.5,49.8,2.98,0.041,0.064,1.45,0.023,8719848.0,2023-04-11
兰山嘴,2023-04-11 08:00:00,Ⅳ,16.4,8.41,9.56,457.6,46.7,2.95,0.039,0.056,1.34,0.017,9258174.0,2023-04-11
兰山嘴,2023-04-11 12:00:00,Ⅳ,17.7,8.61,10.33,470.0,35.8,3.26,0.025,0.055,1.54,0.024,11201200.0,2023-04-11
兰山嘴,2023-04-11 16:00:00,Ⅳ,18.4,8.77,10.76,457.5,36.0,3.14,0.025,0.053,1.51,0.033,10747730.0,2023-04-11
兰山嘴,2023-04-11 20:00:00,Ⅳ,17.1,8.46,9.95,485.5,60.2,3.47,0.025,0.082,1.77,0.024,9637008.0,2023-04-11
兰山嘴,2023-04-12 00:00:00,Ⅳ,17.0,8.42,9.68,463.8,70.9,3.47,0.025,0.08,1.45,0.023,10135200.0,2023-04-12
兰山嘴,2023-04-12 04:00:00,Ⅳ,16.7,8.37,9.53,465.7,67.9,3.45,0.025,0.075,1.48,0.025,11059990.0,2023-04-12
兰山嘴,2023-04-12 08:00:00,Ⅳ,16.4,8.36,9.47,468.4,80.8,3.65,0.025,0.086,1.49,0.023,10745850.0,2023-04-12
兰山嘴,2023-04-12 12:00:00,Ⅳ,17.2,8.47,9.86,475.4,60.1,3.46,0.025,0.078,1.6,0.03,11675600.0,2023-04-12
兰山嘴,2023-04-12 16:00:00,Ⅳ,17.8,8.54,10.02,478.4,75.0,4.09,0.025,0.094,1.67,0.033,11938580.0,2023-04-12
兰山嘴,2023-04-12 20:00:00,Ⅴ,17.2,8.43,9.71,467.1,131.4,4.49,0.025,0.19,1.5,0.025,12990740.0,2023-04-12
兰山嘴,2023-04-13 00:00:00,Ⅴ,16.6,8.41,9.4,488.6,100.4,4.49,0.025,0.148,1.5,0.019,10618200.0,2023-04-13
兰山嘴,2023-04-13 04:00:00,Ⅴ,16.1,8.39,9.37,487.8,118.3,4.34,0.025,0.142,1.7,0.019,11111940.0,2023-04-13
兰山嘴,2023-04-13 08:00:00,Ⅴ,15.8,8.43,9.45,482.8,117.7,4.3,0.025,0.152,1.7,0.021,11251860.0,2023-04-13
兰山嘴,2023-04-13 12:00:00,Ⅴ,16.2,8.51,9.6,475.1,109.1,4.02,0.025,0.122,1.57,0.03,11926120.0,2023-04-13
兰山嘴,2023-04-13 16:00:00,Ⅴ,16.2,8.5,9.61,471.3,114.6,4.35,0.025,0.141,1.66,0.031,12261860.0,2023-04-13
兰山嘴,2023-04-13 20:00:00,Ⅴ,16.1,8.48,9.52,470.0,96.3,3.89,0.025,0.123,1.59,0.032,11234470.0,2023-04-13
兰山嘴,2023-04-14 00:00:00,Ⅳ,16.0,8.44,9.34,466.1,86.4,3.89,0.025,0.097,1.59,0.03,10678970.0,2023-04-14
兰山嘴,2023-04-14 04:00:00,Ⅳ,15.8,8.49,9.27,466.5,74.0,3.42,0.025,0.072,1.47,0.035,10144460.0,2023-04-14
兰山嘴,2023-04-14 08:00:00,Ⅳ,15.8,8.52,8.97,469.6,66.2,3.34,0.025,0.064,1.59,0.034,10068500.0,2023-04-14
兰山嘴,2023-04-14 12:00:00,Ⅳ,17.1,8.87,10.52,468.1,59.6,3.34,0.025,0.064,1.59,0.06,14145710.0,2023-04-14
兰山嘴,2023-04-14 16:00:00,Ⅳ,17.0,8.83,12.04,512.4,42.6,3.63,0.025,0.056,1.67,0.053,11654130.0,2023-04-14
兰山嘴,2023-04-14 20:00:00,Ⅳ,16.4,8.6,10.68,508.0,41.6,2.87,0.052,0.051,1.56,0.033,8962502.0,2023-04-14
兰山嘴,2023-04-15 00:00:00,Ⅲ,16.3,8.52,10.51,507.0,40.8,2.87,0.049,0.049,1.56,0.03,9156926.0,2023-04-15
兰山嘴,2023-04-15 04:00:00,Ⅳ,16.1,8.5,10.33,509.9,40.7,2.78,0.025,0.051,1.58,0.028,8844652.0,2023-04-15
兰山嘴,2023-04-15 08:00:00,Ⅳ,16.0,8.48,10.32,509.1,38.6,2.74,0.072,0.053,1.62,0.027,8962120.0,2023-04-15
兰山嘴,2023-04-15 12:00:00,Ⅳ,17.4,8.66,11.14,509.0,34.2,2.91,0.025,0.056,1.62,0.039,12469030.0,2023-04-15
兰山嘴,2023-04-15 16:00:00,Ⅳ,17.9,8.84,12.09,506.5,32.7,3.41,0.025,0.054,1.62,0.05,12466470.0,2023-04-15
兰山嘴,2023-04-15 20:00:00,Ⅲ,17.5,8.7,11.42,505.0,30.7,2.91,0.025,0.048,1.62,0.035,8731578.0,2023-04-15
兰山嘴,2023-04-16 00:00:00,Ⅲ,17.3,8.64,10.7,505.0,27.3,2.91,0.029,0.048,1.62,0.042,8855046.0,2023-04-16
兰山嘴,2023-04-16 04:00:00,Ⅳ,17.0,8.56,10.8,505.3,53.7,3.22,0.041,0.071,1.66,0.039,10068730.0,2023-04-16
兰山嘴,2023-04-16 08:00:00,Ⅳ,17.0,8.51,10.62,504.7,44.6,3.15,0.025,0.06,1.68,0.036,11124460.0,2023-04-16
兰山嘴,2023-04-16 12:00:00,Ⅳ,19.2,8.99,13.0,504.2,30.8,3.36,0.025,0.063,1.71,0.066,18817790.0,2023-04-16
兰山嘴,2023-04-16 16:00:00,劣Ⅴ,20.5,9.23,14.58,503.1,24.6,4.85,0.025,0.066,1.88,0.065,16102530.0,2023-04-16
兰山嘴,2023-04-16 20:00:00,劣Ⅴ,20.2,9.24,15.17,502.9,19.9,3.13,0.046,0.045,1.53,0.038,9700531.0,2023-04-16
兰山嘴,2023-04-17 00:00:00,Ⅳ,18.4,8.83,11.82,506.0,74.2,3.13,0.025,0.089,1.53,0.045,11864620.0,2023-04-17
兰山嘴,2023-04-17 08:00:00,Ⅴ,17.9,8.56,10.5,502.1,134.3,4.53,0.025,0.144,1.67,0.037,14205070.0,2023-04-17
兰山嘴,2023-04-17 12:00:00,Ⅴ,18.6,8.52,10.37,502.6,79.0,3.43,0.025,0.1,1.5,0.034,11750920.0,2023-04-17
兰山嘴,2023-04-17 16:00:00,Ⅳ,19.5,8.53,10.48,499.7,71.9,3.34,0.025,0.079,1.38,0.031,12805330.0,2023-04-17
兰山嘴,2023-04-17 20:00:00,Ⅳ,19.5,8.5,10.39,499.2,59.8,3.08,0.025,0.063,1.4,0.03,11279320.0,2023-04-17
兰山嘴,2023-04-18 00:00:00,Ⅳ,19.5,8.42,9.97,499.3,60.3,3.08,0.025,0.063,1.4,0.031,11717160.0,2023-04-18
兰山嘴,2023-04-18 04:00:00,,19.4,8.36,9.66,500.3,61.6,,0.025,0.065,1.4,0.03,11063640.0,2023-04-18
兰山嘴,2023-04-18 08:00:00,,19.6,8.61,10.35,502.8,36.6,,0.025,0.069,1.64,0.047,13349100.0,2023-04-18
兰山嘴,2023-04-18 12:00:00,,20.2,8.79,11.06,506.3,29.8,,0.025,0.062,1.62,0.041,13312220.0,2023-04-18
兰山嘴,2023-04-18 16:00:00,劣Ⅴ,21.0,9.04,12.63,506.7,24.9,3.56,0.025,0.059,1.65,0.05,13142430.0,2023-04-18
兰山嘴,2023-04-18 20:00:00,,20.3,8.7,10.5,503.3,24.0,,0.025,0.052,,0.038,10833990.0,2023-04-18
兰山嘴,2023-04-19 00:00:00,,20.4,8.63,9.79,504.3,21.2,,0.031,0.049,,0.04,10822580.0,2023-04-19
兰山嘴,2023-04-19 04:00:00,Ⅲ,20.2,8.63,9.99,504.1,19.0,2.93,0.035,0.048,,0.033,10290120.0,2023-04-19
兰山嘴,2023-04-19 08:00:00,,20.1,8.72,10.16,506.4,37.2,,0.037,0.065,,0.041,12667480.0,2023-04-19
兰山嘴,2023-04-19 12:00:00,Ⅳ,21.3,8.99,11.6,505.8,27.0,3.48,0.025,0.062,,0.065,15775780.0,2023-04-19
兰山嘴,2023-04-19 16:00:00,劣Ⅴ,23.3,9.12,14.12,509.9,21.0,3.92,0.025,0.062,1.58,0.062,13557760.0,2023-04-19
兰山嘴,2023-04-19 20:00:00,Ⅳ,21.2,8.64,11.05,508.0,40.6,3.46,0.025,0.063,1.59,0.033,10764260.0,2023-04-19
兰山嘴,2023-04-20 00:00:00,Ⅴ,21.0,8.4,10.21,506.8,73.1,3.46,0.025,0.101,1.57,0.032,11722050.0,2023-04-20
兰山嘴,2023-04-20 04:00:00,Ⅳ,20.8,8.33,9.82,503.4,53.8,3.09,0.025,0.079,1.42,0.028,10875240.0,2023-04-20
兰山嘴,2023-04-20 08:00:00,Ⅳ,20.8,8.36,9.81,503.2,52.2,3.12,0.025,0.066,1.41,0.027,11486380.0,2023-04-20
兰山嘴,2023-04-20 12:00:00,Ⅳ,21.2,8.43,10.08,512.0,50.0,3.09,0.025,0.073,1.46,0.031,12607300.0,2023-04-20
兰山嘴,2023-04-20 16:00:00,Ⅳ,22.0,8.46,10.26,504.9,53.9,3.12,0.025,0.074,1.37,0.028,12749340.0,2023-04-20
兰山嘴,2023-04-20 20:00:00,Ⅳ,21.8,8.4,9.98,495.6,34.7,2.76,0.025,0.056,1.33,0.028,14099230.0,2023-04-20
兰山嘴,2023-04-21 00:00:00,Ⅳ,21.5,8.38,9.8,492.1,33.8,2.76,0.025,0.053,1.26,0.024,11355490.0,2023-04-21
兰山嘴,2023-04-21 04:00:00,Ⅳ,21.1,8.31,9.58,492.1,63.4,3.16,0.025,0.085,1.31,0.024,13281980.0,2023-04-21
兰山嘴,2023-04-21 08:00:00,Ⅳ,20.8,8.31,9.45,492.2,63.7,3.16,0.025,0.075,1.31,0.022,11745560.0,2023-04-21
兰山嘴,2023-04-21 12:00:00,Ⅳ,20.6,8.3,9.55,492.6,74.7,3.46,0.025,0.095,1.36,0.024,12241580.0,2023-04-21
兰山嘴,2023-04-21 16:00:00,Ⅳ,20.6,8.34,9.6,491.0,59.1,3.14,0.025,0.072,1.36,0.027,12848700.0,2023-04-21
兰山嘴,2023-04-21 20:00:00,Ⅴ,20.0,8.29,9.68,490.3,91.1,3.71,0.025,0.118,1.43,0.028,13885930.0,2023-04-21
兰山嘴,2023-04-22 00:00:00,Ⅴ,19.2,8.26,9.65,487.0,89.3,3.71,0.025,0.11,1.38,0.026,12983720.0,2023-04-22
兰山嘴,2023-04-22 04:00:00,Ⅴ,18.6,8.23,9.51,491.1,85.5,3.68,0.025,0.103,1.34,0.025,12904410.0,2023-04-22
兰山嘴,2023-04-22 08:00:00,Ⅳ,18.3,8.2,9.56,497.6,85.2,3.48,0.025,0.089,1.35,0.026,16493390.0,2023-04-22
兰山嘴,2023-04-22 12:00:00,Ⅳ,18.8,8.31,9.96,499.7,64.0,3.27,0.025,0.074,1.38,0.032,14315390.0,2023-04-22
兰山嘴,2023-04-22 16:00:00,Ⅳ,19.4,8.52,10.63,499.0,53.6,2.85,0.025,0.059,1.18,0.029,15583430.0,2023-04-22
兰山嘴,2023-04-22 20:00:00,Ⅴ,18.5,8.32,10.21,495.6,104.9,4.06,0.025,0.141,1.46,0.027,14148760.0,2023-04-22
兰山嘴,2023-04-23 00:00:00,Ⅴ,18.0,8.2,9.95,502.4,101.9,4.06,0.025,0.148,1.43,0.025,13018980.0,2023-04-23
兰山嘴,2023-04-23 04:00:00,Ⅴ,17.5,8.11,9.93,490.8,118.0,4.57,0.025,0.15,1.59,0.032,16308900.0,2023-04-23
兰山嘴,2023-04-23 08:00:00,Ⅴ,17.1,8.12,9.97,492.1,136.6,4.97,0.025,0.181,1.57,0.032,17853180.0,2023-04-23
兰山嘴,2023-04-23 12:00:00,Ⅴ,16.9,8.12,10.08,492.9,130.6,4.86,0.025,0.177,1.64,0.032,15771380.0,2023-04-23
兰山嘴,2023-04-23 16:00:00,Ⅴ,16.6,8.06,10.04,490.7,154.8,5.39,0.025,0.192,1.42,0.032,19000990.0,2023-04-23
兰山嘴,2023-04-23 20:00:00,Ⅴ,16.4,8.11,10.09,511.2,124.1,6.16,0.025,0.177,1.67,0.066,19516920.0,2023-04-23
兰山嘴,2023-04-24 00:00:00,劣Ⅴ,16.1,8.04,9.78,550.3,130.5,6.16,0.025,0.214,1.82,0.077,23772490.0,2023-04-24
兰山嘴,2023-04-24 04:00:00,劣Ⅴ,15.9,8.02,9.91,572.8,142.6,6.85,0.037,0.246,1.84,0.054,19229410.0,2023-04-24
兰山嘴,2023-04-24 08:00:00,劣Ⅴ,15.6,8.0,9.97,572.8,139.8,6.53,0.054,0.241,1.78,0.049,20937130.0,2023-04-24
兰山嘴,2023-04-24 12:00:00,劣Ⅴ,15.5,8.03,10.13,573.3,143.9,6.67,0.055,0.219,1.77,0.047,19007820.0,2023-04-24
兰山嘴,2023-04-24 16:00:00,Ⅴ,15.4,8.06,10.28,573.4,123.8,6.12,0.051,0.189,1.64,0.048,23252000.0,2023-04-24
兰山嘴,2023-04-24 20:00:00,Ⅴ,15.2,8.08,10.32,566.0,122.9,6.18,0.025,0.195,1.6,0.055,20037380.0,2023-04-24
兰山嘴,2023-04-25 00:00:00,Ⅴ,15.0,8.09,10.31,556.6,106.6,6.18,0.037,0.161,1.58,0.057,27247730.0,2023-04-25
兰山嘴,2023-04-25 04:00:00,Ⅴ,14.9,8.07,10.18,552.5,90.5,5.3,0.025,0.139,1.65,0.05,22222230.0,2023-04-25
兰山嘴,2023-04-25 08:00:00,Ⅴ,14.7,8.11,10.25,529.8,80.4,4.39,0.025,0.116,1.49,0.041,18074380.0,2023-04-25
兰山嘴,2023-04-25 12:00:00,Ⅴ,14.8,8.15,10.41,525.7,72.5,4.34,0.025,0.106,1.47,0.044,23085440.0,2023-04-25
兰山嘴,2023-04-25 16:00:00,Ⅳ,15.0,8.19,10.7,524.5,63.9,4.04,0.025,0.099,1.48,0.043,20140230.0,2023-04-25
兰山嘴,2023-04-25 20:00:00,Ⅴ,15.0,8.16,10.54,561.5,61.7,4.54,0.025,0.102,1.66,0.057,29650260.0,2023-04-25
兰山嘴,2023-04-26 00:00:00,Ⅳ,14.7,8.18,10.73,554.1,53.6,4.54,0.025,0.099,1.63,0.059,17346870.0,2023-04-26
兰山嘴,2023-04-26 04:00:00,Ⅳ,14.5,8.08,10.41,569.1,55.0,4.49,0.067,0.099,1.84,0.053,16543290.0,2023-04-26
兰山嘴,2023-04-26 08:00:00,Ⅳ,14.4,8.17,10.63,517.1,57.2,4.83,0.025,0.099,1.66,0.06,26877060.0,2023-04-26
兰山嘴,2023-04-26 12:00:00,Ⅳ,15.9,8.39,11.61,505.3,48.7,3.86,0.025,0.087,1.62,0.033,32795040.0,2023-04-26
兰山嘴,2023-04-26 16:00:00,Ⅳ,17.0,8.42,11.74,492.5,40.6,3.31,0.025,0.064,1.61,0.027,32328550.0,2023-04-26
兰山嘴,2023-04-26 20:00:00,Ⅳ,16.6,8.27,11.14,488.7,40.8,2.88,0.025,0.057,1.58,0.019,37304580.0,2023-04-26
兰山嘴,2023-04-27 00:00:00,Ⅳ,16.2,8.19,10.85,488.0,36.2,2.88,0.025,0.058,1.55,0.016,16189600.0,2023-04-27
兰山嘴,2023-04-27 04:00:00,Ⅴ,15.9,8.13,10.65,491.1,79.0,3.71,0.025,0.101,1.5,0.019,17055710.0,2023-04-27
兰山嘴,2023-04-27 08:00:00,Ⅴ,15.9,8.17,10.68,485.9,91.8,3.79,0.025,0.122,1.42,0.018,18105490.0,2023-04-27
兰山嘴,2023-04-27 12:00:00,Ⅴ,16.7,8.2,10.74,486.0,86.5,3.64,0.025,0.109,1.37,0.02,19420750.0,2023-04-27
兰山嘴,2023-04-27 16:00:00,Ⅳ,17.5,8.24,10.8,485.0,81.1,3.6,0.025,0.086,1.32,0.022,19090140.0,2023-04-27
兰山嘴,2023-04-27 20:00:00,Ⅴ,17.4,8.18,10.62,484.3,101.3,4.07,0.025,0.124,1.34,0.023,17754100.0,2023-04-27
兰山嘴,2023-04-28 00:00:00,Ⅴ,17.3,8.17,10.44,487.9,93.8,4.07,0.025,0.116,1.29,0.022,20714700.0,2023-04-28
兰山嘴,2023-04-28 04:00:00,Ⅳ,17.1,8.15,10.33,486.7,84.4,3.45,0.025,0.093,1.28,0.021,19221680.0,2023-04-28
兰山嘴,2023-04-28 08:00:00,Ⅳ,17.2,8.17,10.35,486.7,75.4,3.26,0.025,0.085,1.3,0.019,16703240.0,2023-04-28
兰山嘴,2023-04-28 12:00:00,Ⅳ,17.8,8.22,10.54,487.2,73.7,3.26,0.025,0.083,1.24,0.023,25946900.0,2023-04-28
兰山嘴,2023-04-28 16:00:00,Ⅳ,18.1,8.25,10.54,484.5,67.0,3.15,0.025,0.074,1.24,0.025,15103980.0,2023-04-28
兰山嘴,2023-04-28 20:00:00,Ⅳ,18.1,8.26,10.64,482.7,60.4,2.99,0.025,0.068,1.25,0.024,44644140.0,2023-04-28
兰山嘴,2023-04-29 00:00:00,Ⅳ,18.3,8.25,10.34,478.5,61.1,2.99,0.025,0.066,1.24,0.027,10884540.0,2023-04-29
兰山嘴,2023-04-29 04:00:00,Ⅳ,17.9,8.2,10.29,479.6,59.8,2.89,0.025,0.068,1.26,0.02,16744120.0,2023-04-29
兰山嘴,2023-04-29 08:00:00,Ⅳ,17.7,8.18,10.25,477.2,88.5,3.61,0.025,0.098,1.32,0.019,16951310.0,2023-04-29
兰山嘴,2023-04-29 12:00:00,Ⅳ,17.6,8.24,10.38,479.4,71.0,3.16,0.025,0.079,1.26,0.021,11725610.0,2023-04-29
兰山嘴,2023-04-29 16:00:00,Ⅳ,17.7,8.26,10.49,477.8,69.4,3.07,0.025,0.08,1.28,0.023,21787210.0,2023-04-29
兰山嘴,2023-04-29 20:00:00,Ⅳ,17.5,8.23,10.38,479.7,51.2,2.74,0.025,0.063,1.28,0.025,20817840.0,2023-04-29
兰山嘴,2023-04-30 16:00:00,Ⅳ,18.4,8.37,10.86,480.7,39.0,2.76,0.025,0.056,1.26,0.02,9390285.0,2023-04-30
兰山嘴,2023-04-30 20:00:00,Ⅳ,18.4,8.36,10.94,481.0,35.1,2.72,0.025,0.053,1.32,0.023,9235927.0,2023-04-30
兰山嘴,2023-05-01 00:00:00,Ⅳ,18.1,8.28,10.65,479.5,26.3,2.64,0.025,0.052,1.38,0.02,8903409.0,2023-05-01
兰山嘴,2023-05-01 04:00:00,Ⅳ,17.7,8.26,10.6,479.4,28.2,2.69,0.025,0.059,1.38,0.019,9329226.0,2023-05-01
兰山嘴,2023-05-01 08:00:00,Ⅳ,18.0,8.48,11.2,478.9,31.8,2.92,0.025,0.054,1.45,0.029,10769420.0,2023-05-01
兰山嘴,2023-05-01 12:00:00,Ⅳ,19.1,8.68,12.33,482.2,30.7,3.42,0.025,0.059,1.45,0.041,13519180.0,2023-05-01
兰山嘴,2023-05-01 16:00:00,Ⅳ,19.9,8.73,12.58,475.6,29.7,3.39,0.025,0.056,1.53,0.046,11414610.0,2023-05-01
兰山嘴,2023-05-01 20:00:00,Ⅳ,19.6,8.71,12.43,575.8,28.6,3.56,0.025,0.053,1.45,0.046,11155300.0,2023-05-01
兰山嘴,2023-05-02 00:00:00,Ⅳ,19.2,8.61,11.69,574.0,69.9,4.3,0.025,0.092,1.48,0.046,14147970.0,2023-05-02
兰山嘴,2023-05-02 04:00:00,Ⅴ,18.6,8.63,11.31,575.9,93.6,4.65,0.025,0.116,1.55,0.058,16838450.0,2023-05-02
兰山嘴,2023-05-02 08:00:00,Ⅴ,18.2,8.58,10.9,568.7,135.0,5.02,0.025,0.175,1.44,0.055,18713250.0,2023-05-02
兰山嘴,2023-05-02 12:00:00,Ⅴ,18.8,8.4,10.56,559.1,107.3,4.03,0.025,0.159,1.27,0.033,18099720.0,2023-05-02
兰山嘴,2023-05-02 16:00:00,Ⅳ,19.5,8.44,10.72,559.2,85.8,3.55,0.025,0.092,1.22,0.037,17459490.0,2023-05-02
兰山嘴,2023-05-02 20:00:00,Ⅴ,19.4,8.38,10.47,552.0,99.0,3.82,0.025,0.101,1.23,0.04,19919870.0,2023-05-02
兰山嘴,2023-05-03 00:00:00,Ⅴ,19.3,8.33,10.18,547.1,124.6,4.16,0.025,0.13,1.19,0.039,22938540.0,2023-05-03
兰山嘴,2023-05-03 04:00:00,Ⅴ,19.2,8.32,10.05,541.5,98.5,3.82,0.025,0.105,1.16,0.039,23538760.0,2023-05-03
兰山嘴,2023-05-03 08:00:00,Ⅴ,19.1,8.32,9.97,542.2,101.5,3.8,0.025,0.102,1.2,0.037,25930460.0,2023-05-03
兰山嘴,2023-05-03 12:00:00,Ⅳ,19.3,8.46,10.37,541.2,89.6,3.98,0.025,0.091,1.21,0.052,26739630.0,2023-05-03
兰山嘴,2023-05-03 16:00:00,Ⅳ,19.8,8.66,11.07,552.0,72.0,4.38,0.025,0.094,1.3,0.077,33353150.0,2023-05-03
兰山嘴,2023-05-03 20:00:00,Ⅳ,19.8,8.55,10.43,548.9,66.1,4.31,0.025,0.085,1.31,0.076,32387870.0,2023-05-03
兰山嘴,2023-05-04 00:00:00,Ⅳ,19.7,8.43,10.0,539.4,72.0,4.16,0.025,0.088,1.37,0.067,30744200.0,2023-05-04
兰山嘴,2023-05-04 04:00:00,Ⅳ,19.7,8.22,9.46,534.6,75.1,3.98,0.025,0.089,1.36,0.044,27728650.0,2023-05-04
兰山嘴,2023-05-04 08:00:00,Ⅳ,19.8,8.35,9.58,556.8,64.9,4.48,0.025,0.093,1.45,0.036,30629280.0,2023-05-04
兰山嘴,2023-05-04 12:00:00,Ⅴ,20.7,8.5,10.13,555.9,69.8,4.61,0.025,0.104,1.42,0.043,29323260.0,2023-05-04
兰山嘴,2023-05-04 16:00:00,Ⅳ,22.3,8.84,11.85,553.7,45.6,4.12,0.025,0.083,1.33,0.056,39728000.0,2023-05-04
兰山嘴,2023-05-04 20:00:00,Ⅳ,21.8,8.45,10.46,548.2,53.2,3.95,0.025,0.079,1.29,0.047,26424050.0,2023-05-04
